pub_doi,is_open,pub_year
10.1016/j.jag.2016.06.024,TRUE,2016
10.3390/rs13020266,TRUE,2021
10.5194/nhess-21-73-2021,TRUE,
10.1080/10106049.2021.1926559,TRUE,2021
10.1080/10106049.2021.1926559,TRUE,2021
10.1016/j.rse.2009.11.014,TRUE,2010
10.1007/s12517-020-06310-w,TRUE,2021
10.1016/j.agrformet.2012.12.003,TRUE,2013
10.1029/2018GL079220,TRUE,2018
10.5194/bg-15-6221-2018,TRUE,2018
10.5194/bg-15-6221-2018,TRUE,2018
10.5194/bg-15-6221-2018,TRUE,2018
10.5194/bg-15-6221-2018,TRUE,2018
10.1016/j.cities.2019.102442,TRUE,
10.3390/ijgi4042542,TRUE,2015
10.1134/S0001433815040064,TRUE,2015
10.1016/j.rse.2015.01.021,TRUE,2015
10.1016/j.rse.2015.01.021,TRUE,2015
10.3390/rs13081524,TRUE,2021
10.3390/rs13081524,TRUE,2021
10.1007/s12517-017-2837-z,TRUE,2017
10.1080/01431160412331291251,TRUE,2004
10.5194/acp-19-10845-2019,TRUE,2019
10.1016/j.rse.2013.10.007,TRUE,2014
10.1029/2005gl023922,TRUE,2005
10.1016/j.gsd.2021.100554,TRUE,2021
10.3390/ijerph16224364,TRUE,2019
10.1002/joc.6919,TRUE,2020
10.1016/j.jhydrol.2014.12.005,TRUE,2015
10.1016/j.jhydrol.2014.12.005,TRUE,2015
10.1016/j.jenvman.2012.10.031,TRUE,2013
10.1175/JTECH-D-19-0129.1,TRUE,2020
10.1175/JTECH-D-19-0129.1,TRUE,2020
10.1175/JTECH-D-19-0129.1,TRUE,2020
10.1175/JTECH-D-19-0129.1,TRUE,2020
10.1175/JTECH-D-19-0129.1,TRUE,2020
10.1007/s11069-015-1792-9,TRUE,2015
10.1007/s11069-015-1792-9,TRUE,2015
10.1007/s11069-015-1792-9,TRUE,2015
10.17159/wsa/2019.v45.i4.7549,TRUE,2019
10.17159/wsa/2019.v45.i4.7549,TRUE,2019
10.17159/wsa/2019.v45.i4.7549,TRUE,2019
10.1007/s12665-015-4919-0,TRUE,2016
10.1007/s12665-015-4919-0,TRUE,2016
10.1007/s12665-015-4919-0,TRUE,2016
10.1007/s12665-015-4919-0,TRUE,2016
10.1007/s12665-015-4919-0,TRUE,2016
10.1111/gcb.13191,TRUE,2015
10.3389/fmars.2019.00221,TRUE,2019
10.1016/j.scitotenv.2020.142549,TRUE,
10.1016/j.scitotenv.2020.142549,TRUE,
10.1016/j.scitotenv.2020.142549,TRUE,
10.1016/j.scitotenv.2020.142549,TRUE,
10.1016/j.jhydrol.2019.05.025,TRUE,2019
10.3390/rs13010052,TRUE,2020
10.3390/rs13010052,TRUE,2020
10.3390/rs12030382,TRUE,
10.1080/2150704X.2016.1168945,TRUE,2016
10.1016/j.sciaf.2021.e00771,TRUE,
10.1080/01431161.2019.1711241,TRUE,2020
10.1080/01431161.2019.1711241,TRUE,2020
10.1016/j.scitotenv.2020.142613,TRUE,
10.1016/j.scitotenv.2020.142613,TRUE,
10.3390/s20030581,TRUE,2020
10.3390/s20030581,TRUE,2020
10.3390/s20030581,TRUE,2020
10.1007/s11356-021-13835-4,TRUE,2021
10.1007/s11356-021-13835-4,TRUE,2021
10.1002/ecs2.1359,TRUE,2016
10.2151/jmsj.2015-059,TRUE,2016
10.1109/tgrs.2019.2943901,TRUE,
10.1016/j.actao.2017.04.004,TRUE,2017
10.1016/j.actao.2017.04.004,TRUE,2017
10.1007/s11356-020-08006-w,TRUE,2020
10.1007/s11356-020-08006-w,TRUE,2020
10.1016/j.geomorph.2016.10.022,TRUE,2017
10.1016/j.ecolmodel.2015.06.046,TRUE,2015
10.3390/rs10091489,TRUE,2018
10.3390/rs10091489,TRUE,2018
10.3390/rs10091489,TRUE,2018
10.3390/rs10091489,TRUE,2018
10.1007/s42452-020-03482-8,TRUE,2020
10.1007/s42452-020-03482-8,TRUE,2020
10.21660/2017.34.2726,TRUE,2017
10.1029/2020JD032570,TRUE,2020
10.1111/sjtg.12383,TRUE,2021
10.1177/0309133321988850,TRUE,
10.1177/0309133321988850,TRUE,
10.1177/0309133321988850,TRUE,
10.1016/j.agrformet.2020.108277,TRUE,2020
10.1016/j.agrformet.2020.108277,TRUE,2020
10.1016/j.agrformet.2020.108277,TRUE,2020
10.3390/rs13061103,TRUE,2021
10.3390/rs13061103,TRUE,2021
10.3390/rs11111355,TRUE,2019
10.3390/rs11111355,TRUE,2019
10.3390/rs13050872,TRUE,2021
10.3390/rs13050872,TRUE,2021
10.1016/j.rse.2016.05.027,TRUE,2016
10.1007/s40808-020-00891-x,TRUE,2020
10.3390/RS12183031,TRUE,2019
10.3390/RS12183031,TRUE,2019
10.1007/s11629-018-5172-2,TRUE,2019
10.1007/s00382-018-4384-z,TRUE,2018
10.1016/j.isprsjprs.2019.12.007,TRUE,2019
10.1016/j.atmosenv.2020.118176,TRUE,2021
10.1080/15715124.2013.819807,TRUE,2013
10.1007/s00704-019-02799-8,TRUE,2019
10.1088/1755-1315/17/1/012043,TRUE,2014
10.5194/acp-19-6481-2019,TRUE,2019
10.1590/s1982-21702021000100005,TRUE,2021
10.1016/j.ocecoaman.2012.05.029,TRUE,2012
10.1016/j.ecolind.2017.12.036,TRUE,
10.1016/j.atmosenv.2017.01.041,TRUE,2017
10.1080/01431161.2014.999386,TRUE,2015
10.1007/s12517-018-3654-8,TRUE,2018
10.1007/978-3-030-60839-2_1,TRUE,2021
10.1007/978-3-030-60839-2_1,TRUE,2021
10.1021/acs.est.5b06351,TRUE,2016
10.2175/106143014X13975035525861,TRUE,2014
10.3390/rs13010113,TRUE,2020
10.3390/rs13071345,TRUE,2021
10.3390/rs13071345,TRUE,2021
10.3390/rs13071345,TRUE,2021
10.1016/j.pce.2018.12.008,TRUE,2019
10.1007/s42452-021-04314-z,TRUE,2021
10.1007/s41748-021-00216-7,TRUE,2021
10.3390/rs13091754,TRUE,2021
10.1007/s12524-021-01349-y,TRUE,2021
10.1007/s12524-021-01349-y,TRUE,2021
10.1080/10106049.2020.1790674,TRUE,2001
10.1007/s11600-021-00593-7,TRUE,2021
10.5194/adgeo-50-65-2020,TRUE,
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.1175/JCLI-D-17-0121.1,TRUE,2018
10.3390/rs9111123,TRUE,2017
10.3390/rs9111123,TRUE,2017
10.3390/rs9111123,TRUE,2017
10.3390/rs9111123,TRUE,2017
10.5194/acp-20-9281-2020,TRUE,
10.1016/j.ejrs.2020.08.003,TRUE,2020
10.5194/amt-13-2523-2020,TRUE,2020
10.5194/amt-13-2523-2020,TRUE,2020
10.1080/01431161.2020.1782503,TRUE,2020
10.1080/01431161.2020.1782503,TRUE,2020
10.5194/isprsarchives-XL-8-1073-2014,TRUE,2014
10.1007/s10333-020-00829-0,TRUE,2020
10.1016/j.rsase.2021.100535,TRUE,2021
10.1016/j.rsase.2021.100535,TRUE,2021
10.1002/hyp.13851,TRUE,2020
10.1038/s41598-019-55067-0,TRUE,2019
10.1002/ppp.2008,TRUE,
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1175/JTECH-D-18-0146.1,TRUE,2019
10.1007/s11356-019-06738-y,TRUE,2019
10.1007/s11356-019-06738-y,TRUE,2019
10.1006/jare.2002.1105,TRUE,2003
10.14393/rbcv72n4-53187,TRUE,2020
10.3390/rs11232745,TRUE,2019
10.1007/978-981-33-6311-3_7,TRUE,
10.1016/j.agrformet.2021.108390,TRUE,2021
10.1016/j.agrformet.2021.108390,TRUE,2021
10.1016/j.agrformet.2021.108390,TRUE,2021
10.17663/JWR.2019.21.s-1.123,TRUE,
10.17663/JWR.2019.21.s-1.123,TRUE,
10.1016/j.jhydrol.2018.05.052,TRUE,2018
10.1175/JHM-D-20-0240.1,TRUE,2021
10.1088/1755-1315/642/1/012014,TRUE,
10.3390/rs11232796,TRUE,2019
10.3390/rs11232796,TRUE,2019
10.1016/j.ejrh.2017.05.002,TRUE,2017
10.1088/1755-1315/652/1/012015,TRUE,
10.3390/rs13101992,TRUE,2021
10.1155/2014/537826,TRUE,2014
10.1179/1752270614Y.0000000114,TRUE,2014
10.1016/j.rser.2014.01.065,TRUE,2014
10.1016/j.atmosenv.2017.03.035,TRUE,2017
10.1016/j.atmosenv.2017.03.035,TRUE,2017
10.1002/qj.736,TRUE,2011
10.3390/atmos9030101,TRUE,2018
10.3390/atmos9030101,TRUE,2018
10.1175/JCLI-D-11-00025.1,TRUE,2012
10.1007/s10333-020-00820-9,TRUE,2020
10.1016/j.jmarsys.2013.07.007,TRUE,2014
10.3390/atmos12060709,TRUE,2021
10.3390/atmos12060709,TRUE,2021
10.3390/atmos12060709,TRUE,2021
10.1016/j.rse.2020.112164,TRUE,2020
10.1007/s12665-015-4858-9,TRUE,2015
10.1029/2020JD032674,TRUE,2020
10.1016/j.uclim.2021.100790,TRUE,
10.1016/j.uclim.2021.100790,TRUE,
10.1016/j.uclim.2021.100790,TRUE,
10.1016/j.uclim.2021.100790,TRUE,
10.1016/j.uclim.2020.100726,TRUE,
10.1016/j.uclim.2020.100726,TRUE,
10.1016/j.uclim.2020.100726,TRUE,
10.1016/j.uclim.2020.100726,TRUE,
10.3390/su12010309,TRUE,2019
10.3390/rs13091668,TRUE,2021
10.3390/rs13091668,TRUE,2021
10.3390/rs13091668,TRUE,2021
10.1080/19475705.2021.1910575,TRUE,2021
10.1080/19475705.2021.1910575,TRUE,2021
10.5194/acp-21-2083-2021,TRUE,2021
10.1002/eco.1794,TRUE,2016
10.1016/j.proenv.2012.01.194,TRUE,2012
10.1002/joc.6005,TRUE,2019
10.1016/j.agrformet.2019.107771,TRUE,2019
10.1016/j.agrformet.2019.107771,TRUE,2019
10.1007/s12517-018-3812-z,TRUE,2018
10.1016/j.agrformet.2015.10.013,TRUE,2015
10.1371/journal.pone.0211874,TRUE,2019
10.3390/rs11010056,TRUE,2019
10.3390/rs11010056,TRUE,2019
10.3390/rs11010056,TRUE,2019
10.1016/j.rse.2019.111382,TRUE,2019
10.1016/j.rse.2019.111382,TRUE,2019
10.1016/j.rse.2019.111382,TRUE,2019
10.3390/rs11030268,TRUE,2019
10.3390/rs11030268,TRUE,2019
10.3390/rs11030268,TRUE,2019
10.1175/JTECH-D-15-0093.1,TRUE,2016
10.1016/j.scitotenv.2019.133803,TRUE,2019
10.1016/j.scitotenv.2019.133803,TRUE,2019
10.1016/j.scitotenv.2019.133803,TRUE,2019
10.3390/rs11070749,TRUE,2019
10.3390/rs11070749,TRUE,2019
10.3390/rs11070749,TRUE,2019
10.3390/rs11070749,TRUE,2019
10.3390/rs11070749,TRUE,2019
10.1016/j.rse.2016.11.022,TRUE,2017
10.5194/acp-12-4493-2012,TRUE,2012
10.1029/2010JD014392,TRUE,2010
10.5194/hess-22-3863-2018,TRUE,2018
10.3390/w11081624,TRUE,2019
10.3390/w11081624,TRUE,2019
10.1175/Mwr-D-20-0185.1,TRUE,2020
10.1175/Mwr-D-20-0185.1,TRUE,2020
10.1175/Mwr-D-20-0185.1,TRUE,2020
10.1175/Mwr-D-20-0185.1,TRUE,2020
10.1155/2019/4892714,TRUE,2019
10.1155/2019/4892714,TRUE,2019
10.1016/j.ufug.2019.126439,TRUE,2019
10.1016/j.ufug.2020.126907,TRUE,
10.3390/ijerph18020614,TRUE,2021
10.1186/s12940-018-0381-2,TRUE,2018
10.1371/journal.pone.0182599,TRUE,2017
10.1029/2020GH000327,TRUE,2005
10.1029/2020GH000327,TRUE,2005
10.1289/EHP541,TRUE,2017
10.3390/rs11232798,TRUE,2019
10.3390/rs12071156,TRUE,
10.3390/rs12071156,TRUE,
10.4995/raet.2015.3815,TRUE,2015
10.3390/rs11141651,TRUE,2019
10.3390/rs11141651,TRUE,2019
10.1016/j.agrformet.2020.107980,TRUE,
10.5194/bgd-10-8247-2013,TRUE,2013
10.1017/jog.2016.138,TRUE,2017
10.1007/s00227-018-3434-8,TRUE,2018
10.1029/93JD03039,TRUE,1994
10.1029/93JD03039,TRUE,1994
10.1029/93JD03039,TRUE,1994
10.1029/93JD03039,TRUE,1994
10.1029/2019GL082034,TRUE,2019
10.5194/gmd-12-2139-2019,TRUE,2019
10.5194/acp-18-13881-2018,TRUE,2018
10.3788/aos202040.2001004,TRUE,2020
10.1109/STSIVA.2016.7743313,TRUE,2016
10.1029/2019EA000710,TRUE,2007
10.5194/bg-12-323-2015,TRUE,2014
10.4209/aaqr.2020.07.0486,TRUE,2021
10.3390/atmos11080787,TRUE,2020
10.1007/s00382-020-05569-9,TRUE,2020
10.1016/j.jastp.2021.105595,TRUE,
10.1029/2011JG001930,TRUE,2012
10.1080/13658816.2021.1902530,TRUE,2021
10.1007/s00704-019-03004-6,TRUE,2019
10.1175/JCLI-D-17-0274.1,TRUE,2018
10.1186/s13021-016-0066-5,TRUE,2016
10.5194/bgd-7-5383-2010,TRUE,2010
10.1016/j.geothermics.2017.10.008,TRUE,2018
10.1016/j.geothermics.2017.10.008,TRUE,2018
10.1029/2020GL088101,TRUE,2020
10.2151/jmsj.85A.229,TRUE,2007
10.21046/2070-7401-2021-18-2-51-63,TRUE,2021
10.5194/ascmo-5-147-2019,TRUE,2019
10.3390/rs12040636,TRUE,
10.3390/rs12213523,TRUE,2020
10.1016/j.rse.2017.08.004,TRUE,2018
10.1016/j.rse.2017.08.004,TRUE,2018
10.1016/j.jag.2014.06.002,TRUE,2014
10.1117/12.2073949,TRUE,2014
10.3390/rs12040643,TRUE,2020
10.3390/rs11243023,TRUE,2019
10.3390/rs11243023,TRUE,2019
10.3846/gac.2021.12099,TRUE,2021
10.3390/rs12213613,TRUE,2020
10.1109/IGARSS.2019.8898606,TRUE,2019
10.1016/j.rse.2017.09.032,TRUE,2018
10.1016/j.rse.2017.09.032,TRUE,2018
10.14188/j.2095-6045.2015.02.009,TRUE,
10.1016/j.agwat.2021.106763,TRUE,2021
10.1016/j.agrformet.2019.107758,TRUE,2019
10.1016/j.agrformet.2019.107758,TRUE,2019
10.1016/j.agrformet.2019.107758,TRUE,2019
10.1088/1755-1315/569/1/012054,TRUE,2020
10.26848/rbgf.v13.5.p2255-2268,TRUE,2020
10.26848/rbgf.v13.5.p2255-2268,TRUE,2020
10.1590/1678-4499.0452,TRUE,2015
10.1111/gcb.15133,TRUE,2020
10.1002/qj.3785,TRUE,2020
10.1002/qj.3785,TRUE,2020
10.1002/qj.3785,TRUE,2020
10.1016/j.soilbio.2013.11.012,TRUE,2014
10.1029/2018JD028912,TRUE,2019
10.1590/0102-778620130652,TRUE,2015
10.1590/0102-778620130652,TRUE,2015
10.1590/0102-778620130652,TRUE,2015
10.1590/0102-778620130652,TRUE,2015
10.1016/j.isprsjprs.2019.03.013,TRUE,2019
10.1016/j.isprsjprs.2019.03.013,TRUE,2019
10.1016/j.isprsjprs.2019.03.013,TRUE,2019
10.1016/j.isprsjprs.2019.03.013,TRUE,2019
10.1038/s41598-020-61408-1,TRUE,2020
10.3389/ffgc.2021.668682,TRUE,2021
10.1175/JPO-D-13-064.1,TRUE,2014
10.1111/gcb.12569,TRUE,2014
10.1016/j.jag.2018.10.007,TRUE,2019
10.1016/j.jag.2018.10.007,TRUE,2019
10.1016/j.jag.2018.10.007,TRUE,2019
10.1029/2020WR028032,TRUE,2020
10.1653/024.098.0255,TRUE,2015
10.1653/024.098.0255,TRUE,2015
10.1653/024.098.0255,TRUE,2015
10.1653/024.098.0255,TRUE,2015
10.1186/s12889-021-10938-y,TRUE,2021
10.5194/bg-14-4295-2017,TRUE,2017
10.5194/bg-14-4295-2017,TRUE,2017
10.1137/140957998,TRUE,2015
10.1080/01431161.2012.712234,TRUE,2012
10.1175/EI-D-16-0011.1,TRUE,2016
10.1186/s13071-016-1446-0,TRUE,
10.1007/s12228-010-9146-0,TRUE,2011
10.5194/hess-25-1069-2021,TRUE,
10.5194/hess-25-1069-2021,TRUE,
10.1016/S0168-1923(02)00101-6,TRUE,2002
10.1088/1748-9326/ab2ee4,TRUE,2019
10.1088/1748-9326/ab2ee4,TRUE,2019
10.3390/rs11212520,TRUE,2019
10.1016/j.ecoser.2020.101238,TRUE,2021
10.1899/09-026.1,TRUE,2010
10.5194/hess-24-1251-2020,TRUE,
10.5194/hess-24-1251-2020,TRUE,
10.1111/gcbb.12420,TRUE,2017
10.1016/j.agsy.2019.102734,TRUE,2019
10.1088/1748-9326/ab0bbe,TRUE,2019
10.1088/1748-9326/ab0bbe,TRUE,2019
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.1175/JTECH-D-19-0067.1,TRUE,2020
10.3390/rs13101976,TRUE,2021
10.1029/2018JD028349,TRUE,2018
10.1029/2018JD028349,TRUE,2018
10.1002/joc.4728,TRUE,2017
10.1029/2020GL090529,TRUE,2021
10.1029/2020GL090529,TRUE,2021
10.5194/esd-11-1209-2020,TRUE,
10.1109/IGARSS.2018.8519604,TRUE,2018
10.1016/j.isprsjprs.2018.08.007,TRUE,
10.1016/j.seares.2019.01.002,TRUE,2019
10.1111/j.1365-2664.2010.01830.x,TRUE,2010
10.1016/j.ecoinf.2020.101060,TRUE,2020
10.1016/j.ecoinf.2020.101060,TRUE,2020
10.1016/j.ecoinf.2020.101060,TRUE,2020
10.1111/j.1466-8238.2006.00278.x,TRUE,2007
10.1111/j.1466-8238.2006.00278.x,TRUE,2007
10.1016/j.biombioe.2019.02.001,TRUE,2019
10.1111/gcbb.12152,TRUE,2014
10.1016/j.dsr.2019.02.004,TRUE,2019
10.3389/feart.2020.00371,TRUE,2020
10.1021/es301851x,TRUE,2012
10.1175/JCLI3207.1,TRUE,2004
10.1890/ES15-00546.1,TRUE,2015
10.1088/1748-9326/aabb0e,TRUE,2018
10.1111/nph.17395,TRUE,
10.1111/nph.17395,TRUE,
10.1016/j.geomorph.2021.107698,TRUE,
10.5194/bg-11-5503-2014,TRUE,2014
10.5194/bg-11-5503-2014,TRUE,2014
10.5194/bg-11-5503-2014,TRUE,2014
10.5194/bg-11-5503-2014,TRUE,2014
10.5194/bg-11-5503-2014,TRUE,2014
10.5194/bg-11-5503-2014,TRUE,2014
10.1007/978-3-319-43901-3_2,TRUE,2017
10.1111/nph.14939,TRUE,2017
10.1111/j.1469-8137.2011.03952.x,TRUE,2012
10.5194/bgd-11-8115-2014,TRUE,2014
10.5194/acp-15-2791-2015,TRUE,2015
10.1016/j.envpol.2018.10.037,TRUE,2018
10.1016/j.envint.2020.106153,TRUE,
10.1016/j.envint.2020.106153,TRUE,
10.1109/IGARSS.2019.8900213,TRUE,2019
10.1088/1748-9326/ab2b4e,TRUE,2019
10.1088/1748-9326/ab2b4e,TRUE,2019
10.1038/ngeo2553,TRUE,2015
10.1038/ngeo2553,TRUE,2015
10.5194/acp-19-1685-2019,TRUE,2019
10.5194/acp-19-1685-2019,TRUE,2019
10.5194/acp-19-1685-2019,TRUE,2019
10.5194/cp-13-107-2017,TRUE,2016
10.1016/S0168-1923(02)00099-0,TRUE,2002
10.1016/j.agrformet.2010.03.002,TRUE,2010
10.1641/0006-3568(2006)056[0407:BABRTC]2.0.CO,TRUE,
10.1641/0006-3568(2006)056[0407:BABRTC]2.0.CO,TRUE,
10.1126/science.aac8083,TRUE,2016
10.1126/science.aac8083,TRUE,2016
10.1038/s41467-018-08237-z,TRUE,2019
10.1038/s41467-018-08237-z,TRUE,2019
10.1038/s41467-018-08237-z,TRUE,2019
10.1038/s41467-018-08237-z,TRUE,2019
10.1126/sciadv.abb1981,TRUE,
10.1126/sciadv.abb1981,TRUE,
10.1371/journal.pone.0163906,TRUE,2016
10.1111/1365-2664.13864,TRUE,2021
10.1371/journal.pone.0088424,TRUE,2014
10.1016/j.atmosenv.2017.05.026,TRUE,2017
10.1007/s00468-016-1377-6,TRUE,2016
10.1175/BAMS-D-16-0230.1,TRUE,2018
10.1029/2000JD900850,TRUE,2001
10.1029/2000JD900850,TRUE,2001
10.1029/2000JD900850,TRUE,2001
10.1029/2000JD900850,TRUE,2001
10.1029/2000JD900850,TRUE,2001
10.1029/2019RG000660,TRUE,2019
10.1029/2019RG000660,TRUE,2019
10.1029/2019RG000660,TRUE,2019
10.1016/j.scitotenv.2017.12.052,TRUE,2018
10.5194/nhess-20-1931-2020,TRUE,2020
10.1016/j.rse.2009.02.008,TRUE,2009
10.1016/j.rse.2009.02.008,TRUE,2009
10.1016/j.rse.2009.02.008,TRUE,2009
10.1029/93JD02739,TRUE,1994
10.1029/93JD02739,TRUE,1994
10.1007/978-3-642-21887-3_4,TRUE,
10.1007/s10546-009-9450-y,TRUE,2009
10.1007/s10546-009-9450-y,TRUE,2009
10.4995/raet.2017.7182,TRUE,2017
10.1016/j.rse.2019.03.001,TRUE,2019
10.1016/j.rse.2019.03.001,TRUE,2019
10.1029/2017jd028217,TRUE,2018
10.1029/2017jd028217,TRUE,2018
10.3390/rs9111161,TRUE,2017
10.3390/rs6010815,TRUE,2014
10.1038/s41467-018-03735-6,TRUE,2018
10.1016/j.rama.2019.10.002,TRUE,2019
10.5194/isprs-archives-XLIII-B5-2020-131-2020,TRUE,2020
10.1016/j.biocon.2013.12.035,TRUE,2014
10.5194/amt-12-4581-2019,TRUE,2019
10.1121/1.1608960,TRUE,2003
10.3390/rs9030279,TRUE,2017
10.1016/j.rse.2021.112456,TRUE,2021
10.3390/f10110992,TRUE,2019
10.3390/en14071865,TRUE,2021
10.3390/en14071865,TRUE,2021
10.1175/JAMC-D-12-0190.1,TRUE,2013
10.5194/amt-13-1299-2020,TRUE,2020
10.5194/acp-19-5695-2019,TRUE,2019
10.5194/acp-2018-1117,TRUE,2018
10.1080/02626667.2021.1881100,TRUE,2021
10.1080/02626667.2021.1881100,TRUE,2021
long/theses/msthesis_minor.pdf,TRUE,
long/theses/msthesis_minor.pdf,TRUE,
10.1111/j.1365-2486.2008.01538.x,TRUE,2008
10.5194/isprs-annals-V-1-2020-133-2020,TRUE,2020
10.5194/isprs-annals-V-1-2020-133-2020,TRUE,2020
10.1038/s41586-019-1720-3,TRUE,2019
10.1038/s41586-019-1720-3,TRUE,2019
10.15359/rgac.63-2.10,TRUE,
10.15359/rgac.63-2.10,TRUE,
10.1029/2019JD030823,TRUE,2019
10.3390/f9110664,TRUE,2018
10.1186/s40663-014-0016-1,TRUE,2014
10.1111/1467-8489.12403,TRUE,2020
10.1111/1467-8489.12403,TRUE,2020
10.1016/j.ecolmodel.2005.09.002,TRUE,2006
10.1093/forestry/cpx057,TRUE,2018
10.3390/rs11151801,TRUE,2019
10.3390/rs11151801,TRUE,2019
10.3390/rs11151801,TRUE,2019
10.3390/rs11151801,TRUE,2019
10.3390/rs11151801,TRUE,2019
10.1029/2019JC015535,TRUE,2020
10.5194/tc-12-1157-2018,TRUE,2018
10.5194/tc-12-1157-2018,TRUE,2018
10.5194/tc-12-1157-2018,TRUE,2018
10.1007/s10021-021-00617-9,TRUE,2021
10.1016/j.rse.2019.03.023,TRUE,2019
10.3934/geosci.2016.4.366,TRUE,2016
10.1016/j.jqsrt.2010.06.004,TRUE,2011
10.5194/hess-20-4237-2016,TRUE,2016
10.1029/2020JG006064,TRUE,2021
10.1029/2020JG006064,TRUE,2021
10.1017/S0032247415000509,TRUE,2015
10.1080/10106049.2014.966159,TRUE,2014
10.1016/j.jhydrol.2021.126356,TRUE,2021
10.1016/j.rse.2017.07.033,TRUE,2017
10.3390/rs12193249,TRUE,
10.3390/rs12193249,TRUE,
10.3390/rs12193249,TRUE,
10.1890/05-0755,TRUE,2006
10.1029/2001jd900064,TRUE,2001
10.1029/2001jd900064,TRUE,2001
10.1007/s10533-016-0219-3,TRUE,2016
10.1007/s10533-016-0219-3,TRUE,2016
10.1029/2009GB003521,TRUE,2010
10.1016/j.agsy.2017.05.017,TRUE,2021
10.1016/S0031-0182(03)00366-3,TRUE,2003
10.1016/j.orggeochem.2008.01.010,TRUE,2008
10.5194/bg-11-4271-2014,TRUE,2014
10.1029/1999JD900433,TRUE,1999
10.1111/sum.12708,TRUE,2021
10.1029/2010JG001348,TRUE,2010
10.1016/j.uclim.2017.12.003,TRUE,2017
10.1073/pnas.1618567114,TRUE,2017
10.1111/gcb.13226,TRUE,2016
10.1046/j.1365-2486.2002.00485.x,TRUE,2002
10.1046/j.1365-2486.2002.00485.x,TRUE,2002
10.1046/j.1365-2486.2002.00485.x,TRUE,2002
10.1046/j.1365-2486.2002.00485.x,TRUE,2002
10.1046/j.1365-2486.2002.00485.x,TRUE,2002
10.1088/1748-9326/ab0399,TRUE,2019
10.1002/jgrd.50127,TRUE,2013
10.1016/j.envpol.2014.06.009,TRUE,2014
drs/bitstream/handle/unigoa/4527/shetye_s_s_2015.pdf,TRUE,2015
10.1038/s41558-021-01026-5,TRUE,2021
10.1038/s41558-021-01026-5,TRUE,2021
10.5194/amt-9-227-2016,TRUE,2016
10.1016/j.geoderma.2004.01.021,TRUE,2004
10.1016/j.agrformet.2017.05.006,TRUE,2017
10.1111/geb.12125,TRUE,2014
10.1016/j.foreco.2018.05.065,TRUE,2018
10.1016/j.ecolmodel.2007.02.003,TRUE,2007
10.1016/j.ecolind.2020.106971,TRUE,
10.5194/bg-15-1721-2018,TRUE,2018
10.5194/gmd-5-1137-2012,TRUE,2012
10.5194/gmd-5-1137-2012,TRUE,2012
10.5194/gmd-5-1137-2012,TRUE,2012
10.1038/s41598-020-80341-x,TRUE,2021
10.1080/10106049.2016.1232312,TRUE,2018
10.1080/10106049.2016.1232312,TRUE,2018
10.1002/ecs2.3243,TRUE,2020
10.1029/2020JD033936,TRUE,2020
10.5194/hess-24-1985-2020,TRUE,2020
10.5194/bg-11-5087-2014,TRUE,2014
10.1007/s00382-018-4582-8,TRUE,2018
10.1016/j.ecolmodel.2008.10.018,TRUE,2009
10.1016/j.ecolmodel.2008.10.018,TRUE,2009
10.1016/j.dsr.2018.04.007,TRUE,2018
10.1016/j.atmosenv.2015.05.034,TRUE,2015
10.13140/RG.2.2.27832.08961,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1088/1748-9326/abe436,TRUE,
10.1016/j.scitotenv.2014.04.130,TRUE,2014
10.3390/s18030880,TRUE,2018
10.5194/tc-15-1455-2021,TRUE,2021
10.5194/tc-15-1455-2021,TRUE,2021
10.5194/tc-15-1455-2021,TRUE,2021
10.5194/tc-15-1455-2021,TRUE,2021
10.5194/isprs-Archives-XLII-2-W11-1065-2019,TRUE,
10.15292/geodetski-vestnik.2019.03.379-394,TRUE,2019
